CustomerID,TotalSpend,TotalQuantity,Frequency,Cluster
12472,6572.110000000003,4148,339,2
12473,3938.55,2439,168,1
12474,7375.789999999998,4847,424,2
12475,723.38,535,36,1
12476,6816.420000000005,2408,233,2
12477,13219.73999999999,3653,300,2
12478,680.9900000000002,236,36,1
12479,527.2,385,31,1
12480,3281.6300000000015,1707,154,1
12481,5596.320000000002,3304,217,2
12483,2484.980000000001,1110,75,1
12484,4541.720000000001,2191,346,2
12488,1298.66,529,55,1
12489,334.92999999999995,105,15,1
12490,5417.9299999999985,3064,245,2
12491,460.4000000000001,260,26,1
12492,263.21,192,20,1
12493,433.74,207,22,1
12494,1246.1000000000006,707,77,1
12497,1043.1,1236,14,1
12498,403.7,159,23,1
12500,4257.820000000001,2678,61,1
12501,2169.3899999999994,1783,149,1
12502,3723.87,820,147,1
12504,482.0499999999999,90,9,1
12506,73.50000000000003,23,23,1
12507,1304.81,894,21,1
12508,398.27,272,69,1
12509,176.5,55,7,1
12510,982.57,353,33,1
12512,138.03000000000006,99,34,1
12513,612.2900000000001,462,35,1
12514,1017.6800000000002,440,51,1
12515,383.7,131,16,1
12516,1312.06,875,26,1
12517,2502.8399999999983,1371,284,1
12518,2056.8899999999994,1318,124,1
12519,340.84,183,18,1
12520,2634.26,1439,152,1
12521,599.6800000000001,309,38,1
12522,192.72000000000003,194,12,1
12523,1789.770000000001,865,106,1
12524,4485.719999999999,3699,144,1
12526,1316.6600000000003,632,71,1
12527,348.71000000000004,234,18,1
12528,1933.4800000000007,756,92,1
12530,1662.2799999999993,913,66,1
12531,125.22,45,17,1
12532,349.83,153,16,1
12534,1089.18,651,63,1
12535,716.3500000000001,219,34,1
12536,12601.830000000004,2803,261,2
12538,363.95,191,21,1
12539,5568.349999999995,2067,273,2
12540,13400.23999999999,6685,478,2
12541,981.1800000000002,680,52,1
12544,372.7,136,19,1
12545,1000.39,523,50,1
12546,1161.5,633,69,1
12547,207.8,134,8,1
12548,95.2,49,5,1
12550,964.8299999999994,569,57,1
12551,168,100,10,1
12552,437.81999999999994,88,20,1
12553,3692.280000000001,1965,191,1
12556,603.7099999999997,358,121,1
12557,11990.96,4384,33,1
12558,269.96000000000004,196,11,1
12559,561.7099999999999,283,21,1
12560,2134.01,1110,105,1
12561,238.85,177,16,1
12562,3781.7400000000025,1779,168,1
12564,456.9000000000001,133,21,1
12565,145.92,80,9,1
12566,351.65000000000003,265,19,1
12567,9401.279999999992,4305,446,2
12569,4124.69,1801,188,1
12571,519.6099999999999,523,34,1
12572,1020.4200000000004,452,60,1
12573,160.54,84,28,1
12574,218.45,61,11,1
12576,1315.8299999999997,967,88,1
12577,657.8000000000003,472,147,1
12578,2794.5099999999993,1196,114,1
12579,440.42,285,29,1
12580,415.7,238,24,1
12581,197.71,161,15,1
12582,511.3599999999999,300,22,1
12583,7281.379999999993,5060,247,2
12584,2338.1499999999996,416,96,1
12585,2040.099999999999,1279,87,1
12586,196.94,79,11,1
12587,144,51,4,1
12588,214.9,53,10,1
12589,646.6800000000001,306,35,1
12590,9864.260000000004,4283,68,1
12591,452.84999999999985,228,26,1
12592,437.6,290,18,1
12593,418.1,206,21,1
12594,3338.2199999999984,1777,118,1
12596,618.27,474,27,1
12597,3811.2200000000016,2236,206,1
12598,3023.079999999999,1964,132,1
12599,1032.5800000000006,956,62,1
12600,2599.0400000000004,774,64,1
12601,577.0600000000001,245,28,1
12602,153.12000000000003,162,12,1
12603,739.1999999999999,63,2,1
12604,254.17999999999995,201,16,1
12607,1579.51,1228,101,1
12609,1126.85,648,60,1
12610,2099.540000000001,1049,106,1
12611,1193.32,846,65,1
12612,704.0400000000001,262,19,1
12613,3344.3799999999983,1644,153,1
12614,315.59999999999997,76,20,1
12615,2291.1900000000005,1376,105,1
12616,713.3,284,32,1
12617,355.5300000000002,213,42,1
12618,177.31,96,11,1
12619,3641.24,3378,90,1
12620,1339.41,1181,92,1
12621,13689.67,7440,467,2
12622,180.09999999999997,69,11,1
12623,305.1,191,18,1
12624,641.1300000000001,355,38,1
12625,2683.8199999999997,1612,86,1
12626,6620.479999999998,3453,294,2
12627,4478.53,2752,230,1
12628,786.4599999999998,448,41,1
12630,1270.88,548,64,1
12631,640.5000000000002,236,31,1
12633,2163.9799999999996,1162,101,1
12635,1689.18,1172,101,1
12637,6021.9000000000005,3002,390,2
12638,671.69,577,39,1
12639,486.1,201,22,1
12640,1174.58,311,53,1
12641,185.9,72,10,1
12642,1013.26,552,47,1
12643,3344.6400000000003,1808,24,1
12644,477.9100000000001,325,31,1
12645,1775.1800000000003,1084,73,1
12646,1346.9700000000005,897,45,1
12647,3722.820000000001,1431,121,1
12648,318.05,160,21,1
12649,623.5099999999999,586,31,1
12650,314.44,254,20,1
12651,114.00000000000004,78,9,1
12652,919.9799999999998,505,48,1
12653,2209.8500000000004,919,43,1
12654,601.98,264,38,1
12656,4051.170000000002,1723,126,1
12657,1643.18,1044,47,1
12658,686.0500000000001,320,36,1
12659,91.68,105,5,1
12660,245.1,127,13,1
12662,3849.7799999999984,2058,230,1
12664,4881.879999999999,1203,37,1
12665,63,37,3,1
12667,620.13,395,33,1
12668,3807.150000000002,1634,161,1
12669,2744.0300000000007,1115,101,1
12670,2996.0500000000006,1397,92,1
12672,225.9,78,10,1
12673,610.52,351,42,1
12674,1970.6000000000008,1133,83,1
12676,1331.3900000000006,670,45,1
12678,17628.460000000003,10923,165,2
12679,1113.0200000000002,554,48,1
12680,862.81,443,52,1
12681,13787.54,7536,638,2
12682,12288.219999999998,5575,525,2
12683,8476.569999999998,4987,344,2
12684,2283.6299999999997,1985,105,1
12685,2863.0800000000004,1523,157,1
12686,89.14,107,7,1
12688,4873.810000000005,3028,171,1
12689,1247.61,628,72,1
12690,389.00999999999993,106,16,1
12691,1035.8,394,32,1
12693,855.9099999999997,255,39,1
12694,869.6699999999998,509,37,1
12695,582.1,220,27,1
12697,957.59,508,41,1
12700,4939.990000000006,2967,268,2
12701,797.7099999999999,678,53,1
12702,219,53,12,1
12703,283.54999999999995,164,21,1
12704,2340.84,1006,88,1
12705,6868.290000000003,3997,334,2
12707,603.42,256,33,1
12708,2712.9100000000008,1307,157,1
12709,9736.519999999991,3936,208,2
12710,1149.020000000001,851,77,1
12712,4396.129999999999,1062,133,1
12713,848.5499999999998,508,38,1
12714,4708.859999999994,3069,259,2
12715,353.85999999999996,197,21,1
12716,1053.4899999999996,708,69,1
12717,1030.98,506,55,1
12718,238.25000000000003,203,19,1
12719,644.9499999999999,374,39,1
12720,5781.730000000001,4672,354,2
12721,2656.130000000001,1959,161,1
12722,997.63,566,53,1
12723,725.0699999999998,434,69,1
12724,1031.41,445,53,1
12725,427.7999999999999,164,24,1
12726,2609.1000000000004,3143,124,1
12727,3980.7,2098,139,1
12728,836.3299999999999,419,46,1
12729,453.0100000000001,233,26,1
12731,18895.910000000003,8437,274,2
12732,236.2600000000001,111,12,1
12733,383.95,137,22,1
12734,110.4,88,4,1
12735,779.5699999999998,368,43,1
12736,234.00000000000003,173,4,1
12738,155.35,148,11,1
12739,1013.04,486,38,1
12740,427.5999999999999,342,27,1
12743,546.4299999999997,319,134,1
12744,21279.289999999994,5241,222,2
12747,4196.010000000001,1275,103,1
12748,33719.730000000316,25747,4595,4
12749,4090.880000000001,1471,199,1
12750,275.88,137,15,1
12752,4366.779999999999,2262,53,1
12753,21429.39,11421,197,2
12754,3010.74,6481,63,1
12755,3811.9499999999994,1491,4,1
12756,112.08,144,4,1
12757,7857.1,2402,371,2
12758,2791.590000000001,2135,97,1
12759,1531.4400000000007,902,95,1
12762,1898.5200000000004,1227,69,1
12763,494.08,316,18,1
12764,1693.8800000000003,386,45,1
12766,6989.629999999999,3646,310,2
12769,1143.6,356,32,1
12770,1351.4499999999998,743,12,1
12772,892.4700000000004,556,55,1
12775,1386.0400000000004,877,66,1
12778,822.2300000000001,825,50,1
12779,3981.360000000003,2024,149,1
12781,826.7400000000001,671,25,1
12782,2330.9200000000014,1086,103,1
12783,2225.91,624,84,1
12784,574.42,300,59,1
12785,311.95,131,14,1
12787,463.66,261,20,1
12789,91.85,4,4,1
12790,324.9200000000001,166,21,1
12791,192.6,97,2,1
12792,400.54,217,25,1
12793,545.48,295,24,1
12794,860.4099999999999,592,45,1
12795,430.4800000000001,68,14,1
12797,254.03,118,13,1
12798,6977.039999999999,5256,8,1
12802,427.5799999999999,314,25,1
12808,483.65000000000015,188,28,1
12809,489.31,220,25,1
12811,514.85,230,31,1
12812,229.63999999999993,164,15,1
12814,125.92,49,2,1
12815,1063.46,379,47,1
12816,572.2,128,29,1
12817,166.04,53,4,1
12818,1542.08,929,14,1
12820,942.34,722,59,1
12821,92.72,70,6,1
12822,948.88,550,46,1
12823,1759.5,230,5,1
12824,397.11999999999995,232,25,1
12826,1474.7199999999991,1058,91,1
12827,430.15,197,25,1
12828,1018.7100000000004,494,56,1
12829,293,376,11,1
12830,6814.640000000001,9848,38,2
12831,215.05,135,9,1
12832,383.03,195,27,1
12833,417.37999999999994,156,24,1
12834,312.38,110,18,1
12836,2612.8599999999988,1064,175,1
12837,134.1,24,12,1
12838,683.1299999999994,359,123,1
12839,5591.420000000003,3807,314,2
12840,2726.769999999999,1511,113,1
12841,4022.3499999999967,2757,420,2
12842,1118.99,547,34,1
12843,1702.26,781,103,1
12844,325.9599999999999,125,52,1
12845,354.09000000000003,204,27,1
12847,871.53999999999985,909,91,1
12849,1050.89,623,51,1
12851,135.17999999999995,109,50,1
12852,311.54999999999995,149,17,1
12853,1957.1,800,78,1
12854,1324.500000000001,627,110,1
12855,38.1,30,3,1
12856,2179.9300000000007,1079,314,1
12857,1106.4000000000003,343,46,1
12863,521.2,188,5,1
12864,147.12,216,3,1
12865,1568.229999999999,925,95,1
12866,559.1199999999999,171,26,1
12867,4036.819999999996,4298,538,2
12868,1607.0600000000009,928,107,1
12871,380.64,200,11,1
12872,599.9699999999998,319,66,1
12873,374,128,4,1
12875,343.2300000000001,2019,2,1
12876,2218.0200000000004,1941,85,1
12877,1535.770000000001,1178,154,1
12878,854.9899999999999,547,47,1
12879,573.22,370,10,1
12881,298,21,7,1
12882,1463.0399999999995,246,13,1
12883,703.4700000000001,196,42,1
12884,309.05000000000007,43,7,1
12885,1175.2199999999996,655,71,1
12886,1378.4,770,82,1
12888,354.12,76,5,1
12890,380.47,259,82,1
12891,331,950,3,1
12893,188.14,96,34,1
12895,372.7999999999999,210,22,1
12897,216.5,110,4,1
12901,17654.539999999997,23075,116,2
12902,138.68,66,10,1
12904,509.57999999999976,302,72,1
12906,2919.809999999999,1749,63,1
12908,750,1200,2,1
12909,2178.67,1280,91,1
12910,3075.0400000000013,1692,75,1
12912,1662.3,670,24,1
12913,2483.6299999999997,1419,50,1
12915,363.65,93,22,1
12916,3006.1500000000005,1119,107,1
12917,594,120,2,1
12919,1335.1899999999998,673,50,1
12920,164.23000000000002,129,28,1
12921,16587.09000000002,9526,720,2
12922,405.38,370,28,1
12923,176.97,69,29,1
12924,933.7000000000004,481,30,1
12925,694.0499999999998,541,45,1
12928,2062.6999999999994,1472,84,1
12929,117.85,37,8,1
12930,415.8,252,25,1
12931,42055.95999999999,28004,82,2
12933,607.5299999999999,499,106,1
12935,2160.6999999999994,1853,129,1
12936,1063.9000000000003,559,62,1
12937,1504.2700000000004,1007,120,1
12938,114.14,140,9,1
12939,11581.8,4876,47,1
12940,913.54,411,99,1
12942,683.9000000000001,203,75,1
12944,604.51,289,30,1
12945,462.9500000000001,165,23,1
12947,1603.9900000000002,1165,97,1
12948,2064.95,1080,116,1
12949,4167.220000000001,2381,215,1
12950,1843,1380,23,1
12951,1064.0700000000004,503,63,1
12952,1387.7900000000004,653,79,1
12953,329.84999999999997,84,17,1
12955,4757.159999999999,3664,180,1
12956,108.07,34,19,1
12957,4017.5400000000022,2549,238,1
12962,266.39000000000004,129,16,1
12963,1856.6299999999997,881,95,1
12965,771.9099999999996,283,109,1
12966,160.18,75,10,1
12967,1660.9,438,19,1
12968,135.95,73,5,1
12970,452.2399999999999,310,151,1
12971,11189.909999999996,9289,305,2
12974,144.8,24,8,1
12976,738.6,561,22,1
12977,39.24,12,9,1
12980,7374.9,886,20,1
12981,372.22,242,20,1
12982,390.54,288,28,1
12984,97.5,26,4,1
12985,1239.38,1533,76,1
12987,558.7,219,28,1
12988,535.32,136,92,1
12989,6924.109999999996,2943,64,1
12990,409.50000000000006,200,13,1
12991,503.76,405,31,1
12993,414.75999999999993,240,27,1
12994,974.42,459,61,1
12995,211.32,108,3,1
12997,1226.89,664,59,1
12999,455.8799999999999,342,28,1
13000,534.8500000000001,379,31,1
13001,9818.820000000012,5505,339,2
13002,120.95,73,7,1
13003,149.05,103,6,1
13004,5655.91,4822,404,2
13005,513.7,172,26,1
13006,81.57,55,4,1
13008,229.47000000000003,175,14,1
13011,50.55,13,3,1
13012,1661.8400000000008,824,89,1
13013,4810.9400000000005,2224,219,1
13014,3466.2799999999997,905,109,1
13015,3346.2800000000016,1617,176,1
13016,789.8899999999996,527,47,1
13017,204,48,1,1
13018,7277.699999999997,5435,458,2
13021,2616.38,1352,131,1
13023,689.9000000000001,286,40,1
13026,975.3599999999998,1620,40,1
13027,6912,17280,26,2
13028,661.32,798,45,1
13029,1247.5,134,10,1
13030,799.4800000000001,394,99,1
13032,1010.1799999999996,375,71,1
13033,190.55,83,11,1
13034,642.77,369,37,1
13035,921.8800000000002,644,27,1
13037,881.07,431,48,1
13038,908.46,360,28,1
13040,676.9900000000001,355,43,1
13043,516.4200000000001,254,13,1
13044,560.4700000000001,429,33,1
13045,305.28,221,18,1
13046,629.31,264,35,1
13047,3237.540000000001,1391,172,1
13048,1835.9099999999992,1238,136,1
13049,656.6800000000002,268,14,1
13050,5836.86,3748,403,2
13052,348.15000000000003,222,18,1
13055,1214.41,894,76,1
13058,271.4,52,8,1
13059,183.4,35,8,1
13060,307.53000000000003,123,15,1
13061,248.61,107,10,1
13062,346.98,343,11,1
13064,1119.4900000000005,516,69,1
13065,205.86,74,14,1
13066,470.80000000000007,322,48,1
13067,115.46000000000002,32,15,1
13068,344,200,2,1
13069,4436.119999999994,5885,425,2
13070,228.8,110,9,1
13072,177.14999999999998,69,7,1
13075,919.61,485,22,1
13077,729.2700000000001,863,112,1
13078,12627.94,5630,358,2
13079,220.09999999999997,62,6,1
13080,58.08,120,6,1
13081,28337.38000000005,19068,1024,2
13082,3613.630000000001,4324,73,1
13083,303.75,187,18,1
13085,416.08,216,22,1
13089,58825.83000000013,31070,1818,4
13090,8910.82,2263,155,1
13091,345.82,466,21,1
13092,477.83,279,25,1
13093,7832.469999999998,3961,159,1
13094,1927.32,1716,24,1
13095,74.4,144,6,1
13097,6010.419999999994,2363,423,2
13098,28882.440000000013,15968,572,2
13099,207.36,288,1,1
13101,101.18999999999998,113,8,1
13102,6424.090000000001,4204,304,2
13103,243.94,82,8,1
13104,1098.48,504,20,1
13106,76.5,18,1,1
13107,1531.6200000000003,1293,58,1
13108,350.05999999999995,298,10,1
13109,786.5400000000001,520,47,1
13110,1488.6700000000012,388,145,1
13113,12245.960000000005,3045,200,2
13115,2294.7800000000007,1567,120,1
13116,501.14,291,30,1
13117,984.9099999999996,945,76,1
13118,1197.8099999999995,410,79,1
13120,30.6,12,1,1
13121,283.7299999999999,252,50,1
13122,922.3900000000002,585,55,1
13124,3866.3299999999977,2147,235,1
13126,2099.6399999999994,2143,140,1
13127,259.16999999999996,127,15,1
13130,64,32,2,1
13131,1073.2999999999995,447,44,1
13132,77.3,20,3,1
13133,109.8,32,7,1
13134,1793.58,1059,98,1
13135,3096,4300,1,1
13136,2607.6099999999997,1328,127,1
13137,3650.409999999999,2226,704,2
13138,962.39,473,63,1
13139,5064.940000000003,2425,170,1
13140,423.72,186,46,1
13141,2388.7499999999995,1548,135,1
13142,307.0899999999999,258,23,1
13144,110.95,21,3,1
13145,618.52,145,6,1
13146,228.91,154,17,1
13147,712.8000000000001,144,4,1
13148,3707.120000000001,1975,319,2
13149,1676.0599999999995,1280,86,1
13151,1257.8700000000003,363,74,1
13153,486.22,418,15,1
13155,971.76,497,85,1
13157,1741.2199999999991,1439,87,1
13158,1201.0600000000004,784,79,1
13159,1437.8500000000006,1059,121,1
13160,91.8,56,4,1
13161,112.75,29,8,1
13162,1688.2899999999995,1713,79,1
13165,1021.48,1376,42,1
13166,417.19999999999993,216,41,1
13167,791.3300000000002,785,65,1
13168,1319.19,682,131,1
13169,712.88,272,13,1
13170,116.01000000000002,147,32,1
13171,468.4099999999999,229,46,1
13173,353.65000000000003,277,43,1
13174,2817.0300000000007,1395,314,2
13176,492.8400000000001,453,72,1
13177,282.45,91,17,1
13178,5725.470000000003,3570,265,2
13182,121.18,201,11,1
13183,3957.7800000000016,2208,94,1
13184,1701.2900000000009,1692,181,1
13185,71.4,12,1,1
13186,1575.8900000000003,820,79,1
13187,236.01999999999995,95,37,1
13188,114.6,25,2,1
13189,260.68,842,29,1
13192,911.9400000000002,595,63,1
13193,117.88,50,29,1
13194,60.7,26,3,1
13196,1797.78,1224,110,1
13198,3401.239999999997,2648,226,1
13199,9817.120000000004,6176,119,2
13200,870.09,516,46,1
13203,869.4599999999999,800,57,1
13207,250.26,130,8,1
13208,1223.9,804,149,1
13209,5891.609999999999,4253,321,2
13210,353.47999999999996,316,22,1
13211,1197.4199999999998,874,56,1
13212,788.0799999999998,310,142,1
13213,1520.5800000000004,1360,90,1
13216,333.74,297,5,1
13217,533.98,262,4,1
13218,62.64,88,5,1
13220,819.29,196,21,1
13221,847.4100000000001,244,66,1
13223,163.20000000000002,88,5,1
13224,2155.9499999999994,1518,108,1
13225,6463.840000000002,3416,32,1
13226,108.21,80,16,1
13227,257.7,99,9,1
13228,358,200,2,1
13229,160.95,63,10,1
13230,2806.9700000000007,1665,611,2
13232,1357.6000000000015,778,207,1
13233,605.1200000000001,1004,43,1
13235,1031.0699999999997,441,58,1
13236,744.8500000000003,416,36,1
13238,700.7300000000001,298,31,1
13239,329.56,327,21,1
13240,663.6500000000001,298,67,1
13242,270.40000000000003,130,13,1
13243,600.07,233,58,1
13244,121.74,38,27,1
13245,430.5,125,16,1
13246,1987.3000000000009,1602,141,1
13247,501.12,328,25,1
13248,465.6799999999999,305,26,1
13249,711.41,546,23,1
13253,1030.4,1572,36,1
13255,399.51,177,13,1
13258,698.5799999999999,287,38,1
13259,292.3199999999999,132,87,1
13260,557.6200000000001,142,8,1
13261,944.1,210,9,1
13262,200.29,125,11,1
13263,7454.069999999956,4780,1677,2
13265,2107.6600000000008,1752,91,1
13266,3834.26,4428,187,1
13267,4521.490000000001,1969,211,1
13268,3214.6899999999996,3658,440,2
13269,5346.23,3514,316,2
13270,590,200,1,1
13271,217.3799999999999,253,96,1
13272,276.56000000000006,96,15,1
13273,138.97999999999996,153,16,1
13276,590.93,161,30,1
13277,258.4,176,8,1
13278,542.73,537,46,1
13279,137.75,73,9,1
13280,814.8600000000001,522,85,1
13282,1132.14,307,37,1
13283,93.66,90,7,1
13284,201.19,91,13,1
13285,2709.1200000000003,2051,187,1
13291,361.11,233,42,1
13292,578.9399999999999,347,31,1
13294,873.7399999999998,453,54,1
13295,201.2,82,10,1
13296,87.4,78,5,1
13297,2089.8500000000004,963,59,1
13298,360,96,2,1
13299,142.5,30,5,1
13300,371.89,203,20,1
13301,618.0899999999998,345,81,1
13302,63.75,5,1,1
13304,300.4199999999999,238,21,1
13305,2000.8599999999992,1232,81,1
13307,15,4,1,1
13308,1385.51,843,54,1
13309,1456.7899999999993,1544,107,1
13310,1132.0300000000002,587,72,1
13311,598.57,305,26,1
13313,1555.3199999999993,851,78,1
13314,775.9400000000002,560,62,1
13316,5977.730000000001,6948,87,1
13317,2273.679999999999,1035,124,1
13318,640.76,304,20,1
13319,10845.549999999988,4724,476,2
13320,1548.7000000000005,1096,106,1
13321,567.36,372,11,1
13322,199.48,117,25,1
13323,787.85,175,21,1
13324,7121.949999999994,5205,75,1
13325,675.3,240,12,1
13327,3627.769999999998,1600,108,1
13328,1308.48,680,17,1
13329,789,463,17,1
13330,1140.9299999999996,751,53,1
13332,350.9,179,21,1
13334,3536.819999999998,1774,268,1
13336,795.12,559,51,1
13338,487.02,256,19,1
13339,860.1200000000002,326,54,1
13340,10736.47999999999,5770,134,2
13341,775.8499999999999,301,42,1
13343,353.43,135,19,1
13344,2543.720000000002,971,119,1
13345,389.50000000000006,141,20,1
13347,341.36,205,8,1
13348,233.76,136,14,1
13349,247.31999999999996,225,16,1
13350,979.12,287,40,1
13351,373.94,117,16,1
13352,397.9800000000001,321,24,1
13354,743.5300000000003,604,51,1
13355,674.7,314,32,1
13356,768.2400000000001,325,42,1
13357,609.9500000000002,322,90,1
13358,439.03,285,29,1
13359,439.55999999999995,161,23,1
13362,3090.7399999999984,1382,166,1
13363,992.5000000000002,710,60,1
13364,134.96,71,10,1
13365,2225.3700000000013,1247,128,1
13366,56.16,144,1,1
13368,623.4,327,29,1
13369,308.28000000000003,149,14,1
13370,754.8700000000003,343,39,1
13372,378.64,159,23,1
13373,3312.2500000000005,1651,158,1
13375,778.6499999999997,442,37,1
13376,1019.7600000000004,493,53,1
13379,572.5599999999997,601,97,1
13381,3639.31,2029,172,1
13382,222.99,131,15,1
13384,4151.929999999999,2422,152,1
13385,534.5700000000002,281,35,1
13388,677.1000000000001,282,35,1
13389,797.96,429,51,1
13390,544.0799999999999,224,13,1
13391,59.8,4,1,1
13394,2520.0199999999995,2392,155,1
13395,307.72,336,21,1
13396,1360.9899999999998,600,43,1
13397,1544.1299999999997,430,38,1
13398,457.3400000000001,281,26,1
13402,621.2300000000002,479,39,1
13403,75,44,3,1
13404,252.49,111,11,1
13405,572.4509999999999,165,27,1
13408,28117.039999999983,16232,478,2
13410,1003.06,518,28,1
13411,213.55000000000004,72,18,1
13414,1390.5,1574,24,1
13416,712.5000000000001,142,19,1
13417,640.83,162,28,1
13418,6127.429999999998,3918,304,2
13419,221.05999999999997,275,16,1
13420,159.85,101,8,1
13421,1851.0799999999997,1181,104,1
13422,2626.3000000000006,1326,127,1
13425,1624.2099999999998,1123,78,1
13426,3641.3199999999974,2245,157,1
13427,582.6,545,29,1
13428,218.4699999999999,156,74,1
13429,1006.8,1390,67,1
13430,679.45,751,49,1
13431,1269.0999999999997,672,46,1
13434,534.24,300,10,1
13435,3809.89,2129,101,1
13436,196.88999999999996,76,12,1
13437,3408.0599999999995,1283,167,1
13439,283.71,242,54,1
13441,296.64000000000004,204,13,1
13447,1129.14,584,59,1
13448,3539.370000000002,1660,195,1
13449,291.88,222,19,1
13450,2043.7200000000005,1982,71,1
13451,2976.149999999999,2149,443,2
13452,590,2,2,1
13453,356.98,134,17,1
13455,1058.34,354,46,1
13456,1766.7199999999998,765,63,1
13458,9646.570000000002,5508,382,2
13460,183.44,286,17,1
13461,1445.0000000000002,1170,27,1
13462,151.5,62,9,1
13464,674.6800000000002,403,41,1
13466,307.90000000000003,259,17,1
13467,1083.71,584,99,1
13468,5704.970000000001,2589,302,2
13470,165,100,10,1
13471,2531.579999999998,1590,260,1
13473,422.64,266,21,1
13474,229.58999999999995,132,64,1
13475,1431.7800000000009,1012,86,1
13476,1238.4699999999998,417,58,1
13477,1454.579999999999,1021,79,1
13479,300.95,134,15,1
13481,1804.5599999999993,1142,109,1
13482,184.64,116,11,1
13483,140.34000000000003,160,10,1
13484,313.79999999999995,44,8,1
13485,454.24,277,23,1
13486,1122.41,669,69,1
13487,575.4000000000001,265,34,1
13488,8968.309999999996,4518,422,2
13489,449.52,560,14,1
13491,1215.82,903,86,1
13492,1269.8400000000006,408,50,1
13493,618.63,380,8,1
13494,316.26,162,18,1
13495,2044.8699999999997,829,48,1
13496,653.3299999999999,341,35,1
13497,348.04999999999995,163,19,1
13499,1159.11,1365,42,1
13500,1166.7700000000002,609,65,1
13501,1340.3199999999997,560,52,1
13502,292,264,18,1
13503,216.84999999999997,248,17,1
13504,295.93,178,22,1
13505,4393.629999999999,2486,215,1
13506,458.52,324,26,1
13507,2479.159999999999,1597,162,1
13508,110.97,24,12,1
13509,979.72,1106,44,1
13510,1791.5599999999984,1386,115,1
13512,251.21,143,15,1
13513,205.09999999999997,109,10,1
13514,152.20000000000002,40,4,1
13515,891.1200000000002,681,59,1
13516,1389.4100000000003,985,44,1
13517,2128.42,1369,141,1
13518,659.4399999999998,392,38,1
13519,122.75,23,8,1
13520,3624.349999999999,1649,93,1
